subcategoria,campo_unificado,var,var_alias,description,5,6,is_category,values
Nutrición,numero_cereales_tuberculos_consumes,num_cer,numero_cereales_tuberculos_consumes,¿Cuántas porciones de cereales y tubérculos comes diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,nro_porciones_comida_rapida_consumes,num_comrap,nro_porciones_comida_rapida_consumes,¿Cuántas Porciones de comida rapida que consumes por día?,,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_maiz_consumes,num_maiz,numero_maiz_consumes,¿Cuántas porciones de productos de maíz comes diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_botanas_etc_consumes,num_botana,numero_botanas_etc_consumes,"¿Cuántas porciones de productos de botanas, dulces y postres comes diariamente?",visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,nro_bebidas_azuc_consumes,num_aguad,nro_bebidas_azuc_consumes,¿Porciones de bebidas azucaradas que consumes por día?,,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,nro_bebidas_noazuc_consumes,num_agua,nro_bebidas_noazuc_consumes,¿Porciones de bebidas no azucaradas que consumes por dia?,,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_tortillas_consumes,num_torti,numero_tortillas_consumes,¿Cuántas tortillas come diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,veces_comes_semanal_caf_unam,caf_act,veces_comes_semanal_caf_unam,¿Cuántas veces por semana comes en cafeterías de la UNAM actualmente?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comes_cafeterias_unam_actual,caf_act_nr,comes_cafeterias_unam_actual,¿Actualmente comes en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_caf_unam_semana_1anno,caf1,veces_comias_caf_unam_semana_1anno,¿Cuantas veces por semana comías en cafetería de la UNAM hace un año?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_cafet_unam_semana_1anno,caf1_nr,comias_cafet_unam_semana_1anno,¿Hace un año comías en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_caf_unam_semana_5anno,caf5,veces_comias_caf_unam_semana_5anno,¿Cuantas veces por semana comías en cafetería de la UNAM hace 5 años?,,abierta,FALSE,"{'min': 0.0, 'max': 15.0}"
Nutrición,comias_cafet_unam_semana_5anno,caf5_nr,comias_cafet_unam_semana_5anno,¿Hace 5 años comías en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_caf_unam_semana_10anno,caf10,veces_comias_caf_unam_semana_10anno,¿Cuantas veces por semana comías en cafetería de la UNAM hace 10 años?,,abierta,FALSE,"{'min': 0.0, 'max': 20.0}"
Nutrición,comias_cafet_unam_semana_10anno,caf10_nr,comias_cafet_unam_semana_10anno,¿Hace 10 años comías en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_caf_unam_semana_20anno,caf20,veces_comias_caf_unam_semana_20anno,¿Cuantas veces por semana comías en cafetería de la UNAM hace 20 años?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_cafet_unam_semana_20anno,caf20_nr,comias_cafet_unam_semana_20anno,¿Hace 20 años comías en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_caf_unam_semana_30anno,caf30,veces_comias_caf_unam_semana_30anno,¿Cuantas veces por semana comías en cafetería de la UNAM hace 30 años?,,abierta,FALSE,"{'min': 0.0, 'max': 5.0}"
Nutrición,comias_cafet_unam_semana_30anno,caf30_nr,comias_cafet_unam_semana_30anno,¿Hace 30 años comías en cafeterías de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comes_semanal_locales_unam,locin_act,veces_comes_semanal_locales_unam,¿Cuántas veces por semana comes en locales de la UNAM actualmente?,,abierta,FALSE,"{'min': 0.0, 'max': 8.0}"
Nutrición,comes_locales_unam_actual,locin_act_,comes_locales_unam_actual,¿Actualmente comes en locales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_locales_unam_semana_1anno,locin1,veces_comias_locales_unam_semana_1anno,¿Cuantas veces por semana comías en locales de la UNAM hace un año?,,abierta,FALSE,"{'min': 0.0, 'max': 8.0}"
Nutrición,comias_locales_unam_semana_1anno,locin1_nr,comias_locales_unam_semana_1anno,¿Hace un año comías en locales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_locales_unam_semana_5anno,locin5,veces_comias_locales_unam_semana_5anno,¿Cuantas veces por semana comías en locales de la UNAM hace 5 años?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_locales_unam_semana_5anno,locin5_nr,comias_locales_unam_semana_5anno,¿Hace 5 años comías en locales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_locales_unam_semana_10anno,locin10,veces_comias_locales_unam_semana_10anno,¿Cuantas veces por semana comías en locales de la UNAM hace 10 años?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_locales_unam_semana_10anno,locin10_nr,comias_locales_unam_semana_10anno,¿Hace 10 años comías en locales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_locales_unam_semana_20anno,locin20,veces_comias_locales_unam_semana_20anno,¿Cuantas veces por semana comías en locales de la UNAM hace 20 años?,,abierta,FALSE,"{'min': 0.0, 'max': 5.0}"
Nutrición,comias_locales_unam_semana_20anno,locin20_nr,comias_locales_unam_semana_20anno,¿Hace 20 años comías en lcoales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_locales_unam_semana_30anno,locin30,veces_comias_locales_unam_semana_30anno,¿Cuantas veces por semana comías en locales de la UNAM hace 30 años?,,abierta,FALSE,"{'min': 0.0, 'max': 50.0}"
Nutrición,comias_locales_unam_semana_30anno,locin30_nr,comias_locales_unam_semana_30anno,¿Hace 30 años comías en locales de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comes_fuera_unam_actual,locout_act,veces_comes_fuera_unam_actual,¿Cuántas veces por semana comes en locales fuera de la UNAM actualmente?,,abierta,FALSE,"{'min': 0.0, 'max': 70.0}"
Nutrición,comes_fuera_unam_actual,locout_ac2,comes_fuera_unam_actual,¿Actualmente comes en locales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_fuera_unam_1anno,locout1,veces_comias_fuera_unam_1anno,¿Cuantas veces por semana comías en locales fuera de la UNAM hace un año?,,abierta,FALSE,"{'min': -5.0, 'max': 15.0}"
Nutrición,comias_fuera_unam_1_annos,locout1_nr,comias_fuera_unam_1_annos,¿Hace un año comías en locales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_fuera_unam_5annos,locout5,veces_comias_fuera_unam_5annos,¿Cuantas veces por semana comías en locales fuera de la UNAM hace 5 años?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_fuera_unam_5annos,locout5_nr,comias_fuera_unam_5annos,¿Hace 5 años comías en locales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_fuera_unam_10annos,locout10,veces_comias_fuera_unam_10annos,¿Cuantas veces por semana comías en locales fuera de la UNAM hace 10 años?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_fuera_unam_10annos,locout10_n,comias_fuera_unam_10annos,¿Hace 10 años comías en locales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_fuera_unam_20annos,locout20,veces_comias_fuera_unam_20annos,¿Cuantas veces por semana comías en locales fuera de la UNAM hace 20 años?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_fuera_unam_20annos,locout20_n,comias_fuera_unam_20annos,¿Hace 20 años comías en lcoales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_fuera_unam_30annos,locout30,veces_comias_fuera_unam_30annos,¿Cuantas veces por semana comías en locales fuera de la UNAM hace 30 años?,,abierta,FALSE,"{'min': 0.0, 'max': 5.0}"
Nutrición,comias_fuera_unam_30annos,locout30_n,comias_fuera_unam_30annos,¿Hace 30 años comías en locales fuera de la UNAM semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,comes_restaurante_actual,rest_act,comes_restaurante_actual,¿Cuántas veces por semana comes en restaurantes actualmente?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,veces_comes_restaurantes_actual,rest_act_n,veces_comes_restaurantes_actual,¿Actualmente comes en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_restaurante_1anno,rest1,veces_comias_restaurante_1anno,¿Cuantas veces por semana comías en restaurantes hace un año?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_restaurante_1anno,rest1_nr,comias_restaurante_1anno,¿Hace un año comías en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_restaurante_5annos,rest5,veces_comias_restaurante_5annos,¿Cuantas veces por semana comías en restaurantes hace 5 años?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_restaurante_5annos,rest5_nr,comias_restaurante_5annos,¿Hace 5 años comías en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_restaurante_10annos,rest10,veces_comias_restaurante_10annos,¿Cuantas veces por semana comías en restaurantes hace 10 años?,,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Nutrición,comias_restaurante_10annos,rest10_nr,comias_restaurante_10annos,¿Hace 10 años comías en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_restaurante_20annos,rest20,veces_comias_restaurante_20annos,¿Cuantas veces por semana comías en restaurantes hace 20 años?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_restaurante_20annos,rest20_nr,comias_restaurante_20annos,¿Hace 20 años comías en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,veces_comias_restaurante_30annos,rest30,veces_comias_restaurante_30annos,¿Cuantas veces por semana comías en restaurantes hace 30 años?,,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Nutrición,comias_restaurante_30annos,rest30_nr,comias_restaurante_30annos,¿Hace 30 años comías en restaurantes semanalmente?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ',3:'NO APLICA' ,4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Laboratorio,muestra_de_sangre,tipo_mues,muestra_de_sangre,¿Le tomaron muestra de sangre?,,abierta,TRUE,{'is_category': 'true'}
Laboratorio,dia_procesamiento_muestra,dia_proc,dia_procesamiento_muestra,Día en que se realizó el análisis de la muestra,visible,abierta,FALSE,"{'min': 1.0, 'max': 31.0}"
Laboratorio,mes_procesamiento_muestra,mes_proc,mes_procesamiento_muestra,Mes en que se realizó el análisis de la muestra,visible,abierta,FALSE,"{'min': 1.0, 'max': 7.0}"
Laboratorio,hora_procesamiento_muestra,hora_proc,hora_procesamiento_muestra,Hora en que se realizó el análisis de la muestra,visible,abierta,FALSE,"{'min': 8.0, 'max': 20.0}"
Laboratorio,minuto_procesamiento_muestra,min_proc,minuto_procesamiento_muestra,Minuto en que se realizó el análisis de la muestra,visible,abierta,FALSE,"{'min': 0.0, 'max': 59.0}"
Laboratorio,glucosa,glu,glucosa,Glucosa,visible,abierta,FALSE,"{'min': 7.9, 'max': 418.0}"
Laboratorio,glucosa_categorizada,glu_com,glucosa_categorizada,Glucosa categorias,visible,options,TRUE,"{'options': {'BAJO CRITICO': 'MENOR DE 69', 'BAJO': 'IGUAL A 69', 'NORMAL': 'ENTRE 70-109', 'ALTO': 'IGUAL A 110', 'ALTO CRITICO': 'MAYOR A 111'}, 'is_category': 'true'}"
Laboratorio,trigliceridos,tgb,trigliceridos,Trigliceridos,visible,abierta,FALSE,"{'min': 3.39, 'max': 1654.0}"
Laboratorio,trigliceridos_categorias,tgb_com,trigliceridos_categorias,Trigliceridos categorias,visible,options,TRUE,"{'options': {'BAJO CRITICO': 'MENOR DE 34', 'BAJO': 'IGUAL A 34', 'NORMAL': 'ENTRE 35-160', 'ALTO': 'IGUAL A 161', 'ALTO CRITICO': 'MAYOR A 161'}, 'is_category': 'true'}"
Laboratorio,colesterol_total,chol,colesterol_total,Colesterol total,visible,abierta,FALSE,"{'min': 61.0, 'max': 527.0}"
Laboratorio,colesterol_categorias,chol_com,colesterol_categorias,Colesterol categorias,visible,options,TRUE,"{'options': {'NORMAL': 'ENTRE 0-200 ', 'ALTO': 'IGUAL A 201', 'ALTO CRITICO': 'MAYOR A 201 '}, 'is_category': 'true'}"
Laboratorio,hdl,hdld,hdl,High density lipoprotein,visible,abierta,FALSE,"{'min': 4.0, 'max': 148.0}"
Laboratorio,hdld_categorizada,hdld_com,hdld_categorizada,HDL categorias,visible,options,TRUE,"{'options': {'BAJO CRITICO': 'MENOR DE 28', 'BAJO': 'IGUAL A 28', 'NORMAL': '29-71 ', 'ALTO': 'IGUAL A 72', 'ALTO CRITICO': 'MAYOR A 72'}, 'is_category': 'true'}"
Laboratorio,acido_urico,uric,acido_urico,Acido urico,visible,abierta,FALSE,"{'min': 1.6, 'max': 65.0}"
Laboratorio,acido_urico_categorias,uric_com,acido_urico_categorias,Acido urico categorias,visible,options,TRUE,"{'options': {'BAJO CRITICO': 'MENOR DE 2.5', 'BAJO': 'IGUAL A 2.5', 'NORMAL': 'ENTRE 2.6-7.2', 'ALTO': 'IGUAL A 7.3', 'ALTO CRITICO': 'MAYOR A 7.3 '}, 'is_category': 'true'}"
Laboratorio,creatinina,crs,creatinina,Creatinina,visible,abierta,FALSE,"{'min': 0.0, 'max': 9.65}"
Laboratorio,creatinina_categorias,crs_com,creatinina_categorias,Creatinina categorias,visible,options,TRUE,"{'options': {'BAJO CRITICO': 'MENOR DE 0.41', 'BAJO': 'IGUAL A 0.41', 'NORMAL': 'ENTRE 0.42-1.28', 'ALTO': 'IGUAL A 1.29', 'ALTO CRITICO': 'MAYOR A 1.29 '}, 'is_category': 'true'}"
Laboratorio,ldl,ldlc_res,ldl,Lipoproteína de baja densidad(Low density lipoprotein),visible,abierta,FALSE,"{'min': -7.4, 'max': 1184.4}"
Laboratorio,hemoglobina_glucosilada,hba,hemoglobina_glucosilada,Hemoglobina glucosinala hb a1c,visible,abierta,FALSE,"{'min': 0.0, 'max': 15.2}"
Laboratorio,insulina,insulina,insulina_basal,Insulina basal,visible,abierta,FALSE,"{'min': 0.0, 'max': 63.2}"
Genética,FID,FID,FID,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,PAT,PAT,PAT,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,MAT,MAT,MAT,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,SEX,SEX,SEX,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,PHENOTYPE,PHENOTYPE,PHENOTYPE,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2986742_G,rs2986742_G,rs2986742_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1801133_G,rs1801133_G,rs1801133_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6665486_A,rs6665486_A,rs6665486_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs647325_A,rs647325_A,rs647325_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4908343_G,rs4908343_G,rs4908343_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17163103_G,rs17163103_G,rs17163103_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs16835198_A,rs16835198_A,rs16835198_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs726344_A,rs726344_A,rs726344_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1325502_A,rs1325502_A,rs1325502_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11206510_G,rs11206510_G,rs11206510_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12130799_G,rs12130799_G,rs12130799_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10889337_A,rs10889337_A,rs10889337_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2131925_C,rs2131925_C,rs2131925_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10889353_C,rs10889353_C,rs10889353_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12130333_A,rs12130333_A,rs12130333_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1137100_G,rs1137100_G,rs1137100_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1137101_G,rs1137101_G,rs1137101_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3118378_A,rs3118378_A,rs3118378_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2815752_G,rs2815752_G,rs2815752_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1514175_G,rs1514175_G,rs1514175_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1555543_A,rs1555543_A,rs1555543_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3737576_G,rs3737576_G,rs3737576_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7528419_G,rs7528419_G,rs7528419_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs646776_G,rs646776_G,rs646776_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs975351_A,rs975351_A,rs975351_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs860674_A,rs860674_A,rs860674_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10923931_A,rs10923931_A,rs10923931_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7554936_G,rs7554936_G,rs7554936_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs945508_A,rs945508_A,rs945508_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1040404_G,rs1040404_G,rs1040404_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10913469_G,rs10913469_G,rs10913469_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2773080_A,rs2773080_A,rs2773080_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1407434_G,rs1407434_G,rs1407434_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1342387_G,rs1342387_G,rs1342387_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs340874_G,rs340874_G,rs340874_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6699816_G,rs6699816_G,rs6699816_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12137855_A,rs12137855_A,rs12137855_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2605100_A,rs2605100_A,rs2605100_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4846914_G,rs4846914_G,rs4846914_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs316873_A,rs316873_A,rs316873_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6548238_A,rs6548238_A,rs6548238_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs798443_G,rs798443_G,rs798443_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1020605_A,rs1020605_A,rs1020605_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1519543_C,rs1519543_C,rs1519543_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7421394_G,rs7421394_G,rs7421394_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7557067_G,rs7557067_G,rs7557067_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs693_A,rs693_A,rs693_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs713586_G,rs713586_G,rs713586_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1260326_A,rs1260326_A,rs1260326_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs780094_A,rs780094_A,rs780094_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4666200_G,rs4666200_G,rs4666200_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4670767_A,rs4670767_A,rs4670767_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4299376_C,rs4299376_C,rs4299376_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
